"","PC1","PC2","PC3","PC4","PC5"
"8865","Adcy8","Sumo3","Grsf1","Snx2","Aifm3"
"8866","Sdc3","A930009A15Rik","Pmpcb","Srpk2","Gnb1l"
"8867","Rcor2","Irak1bp1","Ybey","Spns3","Coq7"
"8868","Serpini1","Celsr1","Syt12","Tg","Pla2g10"
"8869","Fbxo11","Arel1","Mvd","Wnt5a","Ttn"
"8870","Emd","Rbm4b","AF067061","Mtor","L2hgdh"
"8871","Ccar2","Wdyhv1","Tmem205","Cbll1","Kdelc1"
"8872","Zfp846","Lrrc55","Lep","Anapc15","Pold2"
"8873","Atp11a","Rpf1","Wipf2","Sox17","Taf12"
"8874","Rsrc2","Nrg3","Dnajc5","Unc13a","AU019823"
"8875","Stx5a","Acot4","Cyp46a1","Grap","Apba1"
"8876","Xlr4b","Slit1","Xxylt1","Chrna5","Dbndd2"
"8877","Tnnc1","Nicn1","Cntd1","Sobp","Chd3"
"8878","Gm5918","Fgfbp1","Cd99l2","Cdk19","Ptger1"
"8879","Ptplb","Vcpip1","Usp1","Zfp458","Gm9705"
"8880","A630033H20Rik","Pex16","Ninj1","Prm3","Slc19a2"
"8881","Ly6a","Il4","Dhtkd1","Fbxw5","Kdm1a"
"8882","Nsg2","B230217C12Rik","Tspo2","Ppp2r1a","1700009P17Rik"
"8883","Anapc4","Myl4","Ceacam20","Vps54","Avpi1"
"8884","Fam196b","Arpc4","Map2k5","Zyx","Rps19"
"8885","Sgtb","Ttc32","Sac3d1","Krt76","Gdf6"
"8886","Mal","Lyrm7","Dld","Serpina3f","Best2"
"8887","Fam109a","Cep85","Evi2b","Tmem154","Cnnm2"
"8888","Ccdc116","Pinx1","Ccdc137","Dlx3","Mogs"
"8889","Cdh11","Tmem70","Ttc25","D3Ertd254e","Ubox5"
"8890","Kbtbd8","Adamts4","Parp2","Plod3","Ankrd39"
"8891","BC031181","Notch1","Mgrn1","Apba3","Herc1"
"8892","Acyp1","Ppp1r13l","Hnrnph3","Fam179b","Gpr137b"
"8893","Sycp2","Kank3","Magee2","Hist1h2ae","Ces2g"
"8894","P4ha2","2410012M07Rik","Egln1","Ddah1","Gpr152"
"8895","Kcnj14","Btbd3","Pdia3","Cdc16","Cib2"
"8896","Cdk5","Zfp2","Zbtb8b","Ing5","Mettl9"
"8897","2700094K13Rik","Medag","Gm11563","Evpl","Gsdmc3"
"8898","Il6st","Rbfa","Pskh1","Cept1","Ifrd1"
"8899","Xlr4c","Dync2h1","Polr2g","Phax","Atp5j2"
"8900","Msantd3","Dhrs2","Colec10","Pdcd2","Neo1"
"8901","Gdf6","Slc6a11","Ints3","Dcdc2a","Gbp10"
"8902","Clasp2","Pi4k2b","Serpina3g","Sos2","Spata2l"
"8903","Rnf165","Ube2w","Scamp3","Plgrkt","Vma21"
"8904","Snx31","Zbtb20","Zranb1","Bpgm","Ces2e"
"8905","Etaa1","Slc25a36","Cyp3a41a","Lars2","Atp2a2"
"8906","Prdm2","Tpst2","BC049352","Plekhm2","Rpl31"
"8907","Ctxn3","Inpp5k","Il1a","Ifih1","Neu2"
"8908","Mcat","Spns3","Atp5e","Rex2","Myh11"
"8909","Clca3","Smarcal1","Tktl1","Ube2j1","Pqlc2"
"8910","1700066M21Rik","Cks1b","Efcab6","Skint2","Megf10"
"8911","Nap1l5","Srsf4","Rsl1d1","Nxnl2","Arid2"
"8912","Rrn3","Ccrl2","Acd","Csrp1","Wdr1"
"8913","Chmp7","Nts","Tnfsf9","Etnppl","Ttc36"
"8914","Hlcs","Slc35a4","Mpo","Stard7","Kctd8"
"8915","Abhd12","Hebp2","Zc3h7a","Hmga2","Frs2"
"8916","Clec5a","Gimap5","Pcbd2","C130079G13Rik","Zfp940"
"8917","Apoc1","H2-M9","Dnajc17","Tigd2","Fgr"
"8918","Fancg","Fech","Traf4","Sap30","Vwa5a"
"8919","Tbc1d2b","Enpp1","Plcb3","Cxadr","Bbs5"
"8920","Cyb561a3","Pld3","Tmem87a","She","Gm14288"
"8921","Rpl22l1","Arfgef2","Doc2b","Zfp758","Slc25a2"
"8922","Slc27a2","Ip6k1","Ccm2","Ska2","Pradc1"
"8923","Rad51ap1","Zranb3","Rims3","Polr2i","Dkc1"
"8924","Slc26a11","Hrc","Myo5a","Fam174b","Atpif1"
"8925","C1galt1c1","Hist1h3a","Pvrl2","Stk24","Zcwpw1"
"8926","Pak1ip1","Tmed1","Uba1y","Slamf7","Tmem132b"
"8927","Tcta","Adamtsl5","C130026I21Rik","Milr1","Rnf7"
"8928","Uck1","Casp4","Dok4","H2-T22","Poll"
"8929","Clk2","Cdkn2d","Clec9a","Bcl2l10","Med20"
"8930","Ube3a","Clec11a","Gm581","St8sia4","Fn3krp"
"8931","Adpgk","Slc2a4","Myo19","Zfp457","Rps27"
"8932","Commd8","Negr1","Kirrel3","Rhpn2","Arnt"
"8933","Klhl15","Dennd1c","Ttc23l","Gfra4","Ndc1"
"8934","Igf2bp3","Dimt1","Smcr8","Dgkh","Bcl7a"
"8935","Tceal3","Wasl","Ocrl","Tenm3","C1qbp"
"8936","Wdr82","Sema3a","Cpeb1","Pcbd1","Dusp23"
"8937","Dars2","Ccdc117","Tmem39b","Tmem86b","Rpl36al"
"8938","Hps3","Ccr9","Rab6b","Mmp8","Cldn20"
"8939","Map2k4","Gm614","Svopl","Il1f8","Pllp"
"8940","Myo5c","Rabggta","Wdr76","Rnf7","Man2c1"
"8941","Zc3h14","Tiam1","Ptpn11","Pip5k1a","Fbxo44"
"8942","Asb13","Mpv17l","Pdlim3","Klra2","Pccb"
"8943","D2Wsu81e","Galnt12","Zkscan14","Tdp2","Prrc2a"
"8944","Ica1","Gm13280","Grk4","Ift140","Nlrp9b"
"8945","Pgd","Galnt2","Slc35f5","BC107364","Foxp1"
"8946","Ufc1","Tubgcp4","Fmn2","Themis","Prox2"
"8947","Gsg2","Bahcc1","Cdca3","Fbxl15","Rasa2"
"8948","Klrc2","Slc30a5","Dbf4","Ptprcap","Fancl"
"8949","Cnpy3","Ppif","Rbm38","Gm166","Edem3"
"8950","Papln","Tmem200c","Pvr","Pinlyp","9030617O03Rik"
"8951","Fam179a","Spred2","Mars","Ubxn10","E430018J23Rik"
"8952","Igfbp4","Nek4","Gfra4","Tgoln1","Enox1"
"8953","Nudt8","Arap2","Gm4951","Tac4","Prom2"
"8954","Orc4","Ppp1r12c","Ncln","Dhrs2","Snx5"
"8955","Mob3c","Gga1","Fam83b","Pla1a","Gsk3a"
"8956","Hyal2","Slc35g2","Usp43","Ppp1r12a","Spata24"
"8957","Abcb5","Abhd4","Ptprc","Unc45a","Hist1h2ah"
"8958","Tor1a","Gins3","Cml2","Pvrl1","Wdfy4"
"8959","Depdc1a","Hsd3b7","Ccr4","D7Ertd443e","Ankrd13c"
"8960","Scnm1","Gemin6","Bag4","Wnt16","Diap1"
"8961","Gusb","Racgap1","Adam22","Hcrtr2","Star"
"8962","Zfp182","Pcdh19","Nrd1","Rprd2","Fam110c"
"8963","Zmynd19","Ksr2","Trmt10b","Gamt","Ddx21"
"8964","Dlg1","Ptch1","Nrbp1","Ten1","Dcaf11"
"8965","Kng1","Srek1ip1","Prkcz","Sec1","Rhobtb2"
"8966","Gm3500","Paqr3","Clp1","Cmc1","Tmed1"
"8967","Ap4e1","Olfml2a","Slc19a2","Usp54","Tmem254c"
"8968","Ssbp3","Tmem63a","Ccl5","Cldn2","Habp2"
"8969","Nup43","Hnrnpdl","Ntrk1","Clec4e","Ttc4"
"8970","Khdc3","Ssu2","Cox4i2","Gne","Pglyrp2"
"8971","Syde1","Lin37","Smg7","Ccng2","Bcar3"
"8972","Btf3l4","Grhl2","Zfp566","Nfrkb","Cbx1"
"8973","Lyrm2","1110008F13Rik","Pla2g6","Prps1","Sigmar1"
"8974","Usp27x","Ddx41","Lama1","BC051070","Cdc20"
"8975","Hsf2bp","Mettl10","Oxld1","Serpinb9b","D8Ertd82e"
"8976","Zfp444","Aldh1a1","Ints6","Cabp7","Syvn1"
"8977","Cysltr1","Napepld","Ctxn1","Colgalt2","Zswim3"
"8978","Ppfia4","Ovca2","Slc35c2","Net1","Ahrr"
"8979","Pole2","Maff","Ppp2r2d","Spink3","Scg5"
"8980","4932438A13Rik","Bora","Rab7","Odf2","Foxi3"
"8981","Atg9b","Arl5b","Tcerg1","Trem1","Atad2b"
"8982","Tomm7","BC021891","Dusp26","Tnfrsf8","Ar"
"8983","Id3","Amica1","Gipr","Dph2","Ntn5"
"8984","Sbk2","Car4","Adora2a","Polr3h","Ppm1a"
"8985","Gpr15","Chdh","Il2rb","Trit1","Ifitm10"
"8986","Dkk1","Zfp488","Pih1d2","Id1","Dusp14"
"8987","Fam63b","Syt11","Tssc4","1700092M07Rik","Eml4"
"8988","Snx22","Tbc1d8b","Tjp2","Mmab","Bmp8b"
"8989","Cacul1","Grik5","Spa17","Desi1","Cndp1"
"8990","Mapk8ip2","Epha5","Bzrap1","Gng4","Pcdhb2"
"8991","Jakmip3","Clca5","Rpl5","Nup133","Rab34"
"8992","Dst","Tgtp2","Gclm","Irf2","Tspan6"
"8993","Synrg","Cep290","Rbm20","Ccna1","Rps18"
"8994","Sphk2","Atp11b","Kdm5b","Dkc1","Zmynd19"
"8995","Shank2","Pkdrej","Vrk3","Rgs17","Trhr"
"8996","Slco4c1","Nbl1","Pias1","Specc1l","Rhod"
"8997","Pddc1","Gm11435","Atp1b2","Xkrx","Mettl20"
"8998","Slc25a36","Cd72","Agk","Siglech","Rfwd2"
"8999","Haghl","Sptssa","Mknk1","Thrsp","Serpina3j"
"9000","Rgs20","Gm12888","Slc25a40","Gpr132","Taok1"
"9001","Mettl16","Nsun5","Trim14","Dram2","Serpina1a"
"9002","Tenc1","Slc16a14","Ptpn6","Nek6","Kremen2"
"9003","Sprr2h","Slc35d3","Gpatch4","Scoc","6330416G13Rik"
"9004","Upf3b","Hmgn5","Polrmt","Tubb5","Oxnad1"
"9005","Ano4","Ftsj2","Gkn3","Hdlbp","Palm"
"9006","Cacna1e","Recql","Spcs1","Kynu","Mid2"
"9007","Tspan1","Lap3","Galns","Cd27","Bnipl"
"9008","Dpep3","Rpl21","Hyal4","Krt5","Ipcef1"
"9009","Zfp39","Pcdhb18","Bclaf1","Ngp","B3gat2"
"9010","Mboat7","Alkbh8","Cldn24","Gm13251","Tmprss2"
"9011","Emb","Chrna7","Alyref","Nrep","Gldn"
"9012","Bid","Fbxo22","Gga2","Lor","Cd300ld"
"9013","Icos","Trpc5","Olig3","Faf2","Cpne1"
"9014","Crispld1","Gpr179","Napepld","Rin3","Mfsd6"
"9015","Serpina3k","P2ry13","Cdk12","H2-Eb1","Gpr21"
"9016","Ints1","Rpl18a","Tnfaip8l2","Cd53","Rps13"
"9017","Spdef","Gm8765","Atp11a","Hist1h3e","Rgs3"
"9018","Otop1","Gpcpd1","Uqcrh","Adam18","Ehmt1"
"9019","Ptpn14","Xpo1","1700010I14Rik","Actr6","Spire1"
"9020","Dus3l","Pfdn4","Polm","Grip2","Hist2h2be"
"9021","Supt20","Psma5","BC027072","Ankrd6","Dyrk1b"
"9022","Sike1","Tdrp","Plscr2","Scg5","Atp5h"
"9023","Celf1","Tstd3","Kcmf1","Wdr45","Tspan17"
"9024","Cabp1","B2m","Agtr1a","Adcy3","Tfr2"
"9025","Thrb","Ebpl","Abcd1","Bpifb6","Lrfn5"
"9026","Lce3d","Cep44","Impa1","Neurod1","Cyp3a41a"
"9027","Matn4","Ttyh2","Ppie","Aqp6","Gna14"
"9028","Aqp8","Osm","Tmem201","Prss44","Dhrs7b"
"9029","Mamdc4","Rpl36a","Ccdc174","Gm5082","Amz2"
"9030","Neto2","Celf5","Zbtb39","S100z","Eftud1"
"9031","Tnfrsf23","Zfp459","Atp5f1","11-Mar","Srgap3"
"9032","Actb","Ccdc173","Angptl2","E130309F12Rik","Mc3r"
"9033","Cldn17","Cacnb2","Nanos1","Fam170b","Zbtbd6"
"9034","Tmem258","Whrn","Fahd1","Hbb-y","Bean1"
"9035","Trim6","Usp40","Cacnb3","Prrxl1","Il17ra"
"9036","Plekha3","Zfp790","Nmbr","Igfbp1","Adamts15"
"9037","Hiatl1","Fut2","Prodh","Caly","Fabp7"
"9038","Pdzd2","Arfgap1","Clec2h","Etv2","Acmsd"
"9039","Klra4","Ccl19","Icam2","Hmx3","Zfp647"
"9040","Ino80e","Zfp26","Elane","Phox2a","Ptprs"
"9041","Zfp119b","2410137M14Rik","Xpot","Lgals2","Acpt"
"9042","Kcp","Fhdc1","Tle6","Nrsn1","Adcy7"
"9043","Naip5","Scoc","Cog7","Slc32a1","Aimp2"
"9044","2410131K14Rik","Cep97","Ncf2","Srrm3","Tbx3"
"9045","Pdcl3","Ppp1r35","Mpzl1","Vmn1r4","Leprel4"
"9046","Limd1","Mpped2","Phyhipl","St6gal2","2700081O15Rik"
"9047","Zfp609","Ubap2","Pydc3","Tmem145","Srgn"
"9048","Ubxn6","Gpatch2l","Tpr","Gm16381","Itm2b"
"9049","Gpn2","Gbe1","Bcas3","Rfx4","Mme"
"9050","Osbpl10","Cbfa2t3","Fntb","Tbc1d21","Zkscan4"
"9051","Spon2","1500015O10Rik","Nipsnap1","Hist1h4f","Mag"
"9052","Tmc3","Dnah8","Esco2","Ppp1r15a","Rnf126"
"9053","Slc30a10","Zfp318","Por","Crhr1","2310035C23Rik"
"9054","Klf7","Sat2","Zfp324","Elovl2","Rltpr"
"9055","Osr1","Grin2c","Tars2","Otx1","Slc27a5"
"9056","Kank1","Tbc1d14","Inhbb","Dapk2","Tulp1"
"9057","Rnaset2b","Sppl3","Tubgcp4","Slc5a9","Figf"
"9058","Dkk3","Flt1","Pla2g10","Sirpb1c","Smim8"
"9059","Yod1","Exog","Ncdn","Ccndbp1","Gpr182"
"9060","AW209491","Hspb7","Spsb2","Ccdc7","Ccr1"
"9061","Scara5","Ccdc104","Plxnb2","Fam189a2","Bag3"
"9062","Srrm1","Mmp23","Ndufv2","Pttg1","Chd9"
"9063","Uqcc2","Mki67ip","Gng5","Hist1h2ak","Nap1l4"
"9064","Actl6a","Adrm1","Laptm4a","Mpi","Rpl35a"
"9065","Nif3l1","Tfip11","Mterfd2","Prkag1","Prr14"
"9066","Mier3","Stard5","Zfp318","Alkbh3","Lrrc8c"
"9067","1600002H07Rik","Zfyve16","Pphln1","Rbbp6","Aftph"
"9068","Hrk","Gsr","Gnpda1","Fam171a1","Gm2382"
"9069","Rccd1","Bcl2l13","Usp30","Tmem74","Mettl7a3"
"9070","Pcyt1b","Ndufs2","Stk25","Eif3i","Magee1"
"9071","Asah2","Catsperd","Mcat","Taf5","Gpr123"
"9072","B3gnt1","Sec11c","Capn5","Hist1h4h","Actrt3"
"9073","Grk5","Cep170b","Pfn4","Eno4","Atp1a1"
"9074","Chat","Cd14","Ocln","Tlx1","Tbccd1"
"9075","Rgsl1","Rps28","Gabbr2","Aox4","Gpld1"
"9076","Klrc1","Socs4","Psme2","Slc27a4","Clvs1"
"9077","Orc6","Dennd1a","Rpl24","M6pr","Gm11710"
"9078","Sgol1","4932438H23Rik","Acox3","Zfp493","Uba52"
"9079","Tnfrsf9","Wscd1","Tbx21","Serpina10","Ltb4r2"
"9080","Vwa5b2","Cacng5","Gphn","Phf3","Pot1a"
"9081","Cep290","Kcnab1","Btnl9","Acly","Cacnb3"
"9082","U2af2","Zmynd8","Crybb1","Bcat1","Cdk18"
"9083","Zswim5","Slc25a16","Cyb5b","Sgpp2","Oas1f"
"9084","Nudt16l1","Arhgef12","Xlr5c","Tmed1","Acox2"
"9085","P4hb","Ivd","Gm5506","Ccne2","Mrgprx2"
"9086","Camkk2","Gm14548","Shisa5","2010111I01Rik","Becn1"
"9087","Atrn","Trat1","Cd1d1","Zfp90","Ifi44"
"9088","Det1","Prss12","Agap3","Tgfbi","4931406C07Rik"
"9089","Cdca5","Dak","Gm13304","Cuta","Ndufaf7"
"9090","Zfp764","4932414N04Rik","Eif3j2","Nxpe3","Clec2h"
"9091","Hint2","Cdk5rap2","Lemd3","Armc6","Itgav"
"9092","A530054K11Rik","Edar","Fbxo36","Dnajc24","Tram2"
"9093","Dhrs3","Cntn1","Hsbp1","Dynlt1f","Irf1"
"9094","Lyg2","Mup17","Csf2rb","Vcl","Ttpa"
"9095","Tnfrsf13c","Slc35d2","Clnk","Zscan5b","Ccdc71l"
"9096","Cd72","Kcnn3","Fcgr4","Apol7b","Tox4"
"9097","Gsk3a","Dip2b","Papd4","Zbtb37","Prrc2b"
"9098","Aaas","Shq1","Klhl3","Dnajb3","Rgl3"
"9099","Bcap31","Ficd","Apoc1","Adam28","Ccdc146"
"9100","Mxi1","Hdac7","Zfp280d","Fam221a","Slc1a1"
"9101","Sort1","Arf3","Ear11","Fam222b","Samd9l"
"9102","Fam180a","Ormdl1","Znrf1","Gm10228","Nme1"
"9103","Rbm45","Cngb3","Ttc32","Pcdhb2","Hif1an"
"9104","Mapre2","Vmn2r2","Rock2","Rpl38","Dcaf10"
"9105","Dctn5","1700123I01Rik","Tor1a","Cbwd1","Nts"
"9106","Galr1","Gldn","Fkbp4","Sbf2","Zfp867"
"9107","Nle1","Ccdc150","Ndufa9","Il1b","Trmt61a"
"9108","D430019H16Rik","Son","Pcnxl2","Rsl1d1","Hsdl1"
"9109","March1_x","Med1","Tmc1","Fmnl2","Ppp3r1"
"9110","St3gal1","Rdh5","Ccdc59","Lrrc71","Uprt"
"9111","Gria4","Pef1","Tubg2","Appl2","Nprl3"
"9112","Ippk","ACE3","Phf8","Tsc22d3","Snapc5"
"9113","Sox13","Gltscr2","Rhox3e","Bnip3l","1700125H20Rik"
"9114","Strc","Impa1","Aco2","Atp5k","Capzb"
"9115","Slc25a27","Saa1","Clint1","Nkx1-2","Dnajb3"
"9116","Gucy1a2","Phf12","Swi5","Col4a5","Paics"
"9117","Ing5","Prr7","Eif2s3y","Slc12a5","Il2ra"
"9118","Gm128","2510009E07Rik","Cdc37l1","Insr","Blm"
"9119","Igll1","Arhgap24","Arhgap18","Acap1","Rab39"
"9120","Dennd4c","Mettl2","Raver1","Cblc","Dsg1a"
"9121","Rpe","Cpt2","Tubb4a","Capn8","Tor2a"
"9122","Tnnt1","Ten1","Gnal","3632451O06Rik","Smo"
"9123","Wdr11","Bcl7b","Sytl3","Rplp1","Rrp1b"
"9124","Trex1","Smim3","Pcdhb5","3110035E14Rik","Lif"
"9125","Ttc8","Alg11","Slc35f6","Tead2","1700026L06Rik"
"9126","Pla2g4d","Elmsan1","Acap1","Ctsh","Dlk2"
"9127","Znhit6","Znrd1","Emg1","Samd9l","Dgcr14"
"9128","Olfr1396","Idi1","Krtap6-1","Ppp4r4","Tbca"
"9129","Spsb3","Gm13212","Chst14","Lrrc69","Fam213a"
"9130","Tsen15","Wapal","Cdk5","Prodh","Gpatch2l"
"9131","Nmbr","Serpine2","Pcdhb14","Ppp1r2","Nos1ap"
"9132","Slc26a1","Acox2","Bop1","Gcc2","Osm"
"9133","Fam19a1","Gm5150","Slfn3","Ammecr1l","Sdf2"
"9134","Epb4.1l5","Sprtn","Lztr1","Scarb1","Aff4"
"9135","Sik2","Acvr1","Cabin1","Egfr","Tfap2b"
"9136","Smndc1","Otp","Dnajc25","Rc3h1","Srcrb4d"
"9137","Stk32a","Ccdc69","Ehmt1","Tbpl1","Olfr1392"
"9138","Tuba1a","H2-K1","1700092M07Rik","Hoxd9","Tpr"
"9139","1700113H08Rik","Dhx38","Kif11","Mdk","BC024139"
"9140","Gamt","Gpr160","Nat9","5430427O19Rik","Lyl1"
"9141","Smarcc2","C030006K11Rik","Rwdd3","Dcakd","Stap1"
"9142","Nol8","Snx5","Atp5a1","Sqle","Pmf1"
"9143","Prkd1","Ccdc109b","Srd5a3","Dedd","Aifm2"
"9144","1190005I06Rik","Tmem5","Slc7a14","Vac14","Taf10"
"9145","Gm15800","Nvl","Wee1","Serpinb7","Zfp386"
"9146","Serpina10","Rab35","Slfn9","Klk1b5","4933434E20Rik"
"9147","Cdkn2d","4930427A07Rik","Amz1","Btf3","Cdca2"
"9148","Stag1","Pgls","Cda","Lrfn2","Camk2n1"
"9149","Hars2","Fam228b","Ptprz1","ATF7","Pm20d2"
"9150","Inmt","Dok4","Gm3233","Rpl22l1","H2-Ke2"
"9151","Dcbld2","Lmf2","Zfp428","Depdc1a","Alg3"
"9152","Cd97","Thap2","Zbtb10","Pom121","Bok"
"9153","Msmp","Cnot2","H2-DMb1","Psg16","Acsm3"
"9154","Abl1","Gan","Ndufs1","Agpat3","Exoc3"
"9155","Lsp1","Cerkl","Abcb5","Dnal4","Vezt"
"9156","Ociad1","Slitrk2","Itpkc","Sec14l4","Zfp239"
"9157","Mrps34","Ptk2b","Lypla1","Pam16","Dnajc25"
"9158","Lurap1l","Dram2","Klra4","Gpr179","Gas2l1"
"9159","Entpd6","Agbl2","Cd79a","Mapre1","Yy2"
"9160","Tmem163","Brpf1","Med28","Utp14b","Lhx2"
"9161","Sema6b","Gm14431","Ipo5","Arpc5l","Wdr37"
"9162","Spast","Nanos1","Coro1a","Eid2","Cgref1"
"9163","Hacl1","Klk7","Lingo1","Eya1","Cdk1"
"9164","Col28a1","B3galt6","Bricd5","Bbs9","Adprh"
"9165","Ict1","S100a14","Fgf16","Fpgs","Slc39a6"
"9166","Slfn9","Plvap","Tshz1","Mars2","Ceacam3"
"9167","Agmo","Otud3","Ppfia4","Gins1","Gpnmb"
"9168","Ube4a","Ccdc85c","Dgcr8","Olfr1034","Tmem139"
"9169","Poglut1","Tmem170","Fgfr3","Adnp","Commd8"
"9170","Edem1","Gm572","Bckdk","Josd2","Lage3"
"9171","2310061N02Rik","Rad54l2","Gimap5","Stk25","Pmm2"
"9172","Tssc4","Atg12","Slc26a7","Ctf2","Mrfap1"
"9173","Tspo","Pcbd1","Slc2a3","Ezr","Lrrc38"
"9174","Gm266","Kcne4","Rpl22","Dnah9","Slc25a47"
"9175","Tcte2","Ptcd3","Srrm1","Ppp1r14b","Fabp12"
"9176","Abi3bp","Tex40","Stk36","Neu1","Ndufb2"
"9177","Wdr5b","Kcnt1","Fgf22","Smpd3","Camk4"
"9178","Tnni1","Zfp74","Lpcat4","Atg10","Atp1b4"
"9179","Ldb2","Fam167a","Nkapl","Elf2","Adck2"
"9180","Btbd9","Cdk5","Tmem237","Tnfrsf11b","Ing4"
"9181","Rsl1","Mmgt2","Gabrb2","Tmem147","Crx"
"9182","Surf2","Nampt","Uevld","Wisp1","Gm3558"
"9183","Gm11756","Smad9","Rcl1","Ctu1","Cenpe"
"9184","Arhgap36","Dnah11","Os9","Tas2r143","Clint1"
"9185","Nr1h4","Prmt8","Afp","Kat5","Gfap"
"9186","1700037H04Rik","Med4","Nell1","Dlg4","Psme2"
"9187","Herpud2","Zmat2","Pdhb","Bcl2l15","Stk32a"
"9188","Cd8b1","Slc12a7","Tmem202","Bnip1","Ankrd27"
"9189","Cmklr1","Ercc4","Dhrs7c","Fmod","Slc17a7"
"9190","Prr15l","Lin54","Prg2","Ltbp3","Ergic1"
"9191","2410004B18Rik","Mapk1ip1","Zfp317","Bcl2a1d","Sp100"
"9192","Itga9","Atp2c1","Chml","Rsc1a1","Kctd9"
"9193","Ren1","Rttn","Rgs17","Rsrc2","Acy3"
"9194","0610009B22Rik","Repin1","Atxn10","Emp2","Aass"
"9195","Znhit3","Cpxm2","Ect2","Dusp27","Med15"
"9196","Leo1","Ptpra","Slc35b2","Psmb8","Fkbp3"
"9197","Nckap5","Ddx28","Il17b","Spin2c","Rap2a"
"9198","Bcl7a","Vwa1","Dhdh","Lmx1a","Yes1"
"9199","Faf1","Slc25a32","Hist1h4i","Syncrip","Dnmbp"
"9200","AI987944","Me1","Xkr6","Pqlc1","Plk5"
"9201","Acbd3","Gata5","Osgepl1","Klk13","Pear1"
"9202","Adamts2","Gabrd","Zfp191","Ss18l1","Slc17a5"
"9203","Ccl27a","Zdhhc15","Cox7a2l","Serinc3","Gnrh1"
"9204","Zbtb14","Fsd1l","Fer1l4","Cdkn3","Wnt10a"
"9205","Cacna1b","Mum1","Pithd1","Ntrk3","Pcdh15"
"9206","Gm17455","Timm10b","Adam32","Pus7l","Zfp711"
"9207","Zfp472","Gjb5","Gpr128","Efna3","Col15a1"
"9208","Arhgap24","Ap1g2","Siva1","AY074887","Slc52a2"
"9209","Pef1","Slco4a1","Insrr","Gpr171","Sphk1"
"9210","Itga11","Gigyf1","Arf2","Kbtbd11","Ddx60"
"9211","Pla2r1","Scg2","Anks6","BC022687","Pdzk1"
"9212","Diap2","Wt1","Bmp2","Nps","Tmem201"
"9213","Pkd1l2","Dph5","Polr1c","Tmed7","B4galt2"
"9214","Olfr536","Elmo2","Tnfrsf13b","Cib3","Nup210l"
"9215","Hoxd1","Tgs1","Prop1","Fam69b","Slc35a1"
"9216","Zfp114","Vipr2","Ikzf1","Gpr89","Rap1gap"
"9217","Rltpr","Hist1h2ag","Flot2","Grip1","Gne"
"9218","Mmd2","Tab3","Btbd8","Camta2","Pcdh12"
"9219","Abcg4","Fam105b","Rasl2-9","Rabl5","Erc1"
"9220","Abhd4","Olfr56","Shmt1","Soat2","Cnr2"
"9221","Mettl23","Cbwd1","Ffar1","Adprh","Six2"
"9222","Tcte3","Ccr4","Unc13b","Rps5","Lrrc30"
"9223","Epcam","Mettl25","Gchfr","Trim66","Slmo1"
"9224","Lmf2","Amt","Deaf1","Itgae","Ptpre"
"9225","Usp39","Tnk1","Fam96a","Pitpnb","Arhgap8"
"9226","Tmem136","Bloc1s2","Fam53c","Cd40lg","Thap3"
"9227","Zfp259","Abcc9","Ywhae","Creb3","Icam2"
"9228","Tmem69","Tmprss3","Myeov2","Osgepl1","Ttc27"
"9229","Syt2","Fhl3","Cr2","Mrgprg","Snrnp40"
"9230","Dad1","P2rx7","Cs","Cacng4","Bod1"
"9231","Setdb1","Ccdc93","Krt35","Zfp719","Clic3"
"9232","Rhou","Tekt1","Itgb6","Alpi","Nxpe4"
"9233","Lix1l","Ube2t","Klkb1","Scn2a1","Acbd3"
"9234","Il1rl1","Peg10","Cinp","Mrps24","BC048403"
"9235","Mad2l2","Tex14","Ank1","Dock2","Mpi"
"9236","BC005764","Zfp771","Iqce","Lce1g","Hivep2"
"9237","Atg5","Tecpr1","Abcb7","Rcor2","Ncapd3"
"9238","Wdr90","Leprot","Slitrk1","Suv39h2","Tmem106b"
"9239","Nup62","Edil3","Mill2","Sipa1l2","Xab2"
"9240","Gne","Mmp28","Pdhx","Nit2","Ss18"
"9241","Vegfc","Isca1","Pabpc5","Tlx2","Ccdc64"
"9242","Ddt","Kdelr3","Ntn5","Senp2","Zswim6"
"9243","Galnt4","Cacnb3","Lnx1","Fam133b","Nppc"
"9244","Shcbp1l","4930567H17Rik","Btk","Porcn","Poglut1"
"9245","Sec24b","Sectm1a","Zfp329","Dab1","Gtf2e1"
"9246","Zbtb34","Athl1","Atxn2","Gle1","Serpinb9"
"9247","Mtmr14","Ccdc174","Hk3","Tshz3","Plekhg4"
"9248","Clu","Grhl1","Nubpl","Gngt2","Sec1"
"9249","Ercc4","Plekhg6","Syt2","Ccdc40","Hoxc6"
"9250","Tspan11","Gm14685","Nfe2","Rpl3","Cttnbp2nl"
"9251","Rab22a","Fxyd3","Cox16","Ndufb7","Fam149b"
"9252","Zbed6","Mmachc","Olfr558","Ushbp1","Lyplal1"
"9253","Lsmd1","Rps26","Mark4","Tmem164","Tmem107"
"9254","Frmpd3","9530077C05Rik","Zmym6","Nrip2","Sost"
"9255","Nr1d1","Ms4a6d","Mrps18a","Cpsf3","Kmt2e"
"9256","C87436","Fastkd1","Ndufb3","Myh13","Pbxip1"
"9257","Tyw3","Hnrnpr","2310057N15Rik","Pitpna","Trim71"
